"cim_version",datamodel,object,field,"data_type",description,"possible_values",recommended,deprecated
"4.12.0","Ticket_Management","All_Ticket_Management","user_priority",string,"The priority of the user or entity that is assigned to carry out the service request, if applicable.",,,""
"4.12.0","Ticket_Management",Change,change,string,"Designation for a request for change (RFC) that is raised to modify an IT service to resolve an incident or problem.",,,""
"4.12.0","Ticket_Management",Incident,incident,string,"The incident that triggered the service request. Can be a rare occurrence, or something that happens more frequently An incident that occurs on a frequent basis can also be classified as a problem.",,,""
"4.12.0","Ticket_Management",Problem,problem,string,"When multiple occurrences of related incidents are observed, they are collectively designated with a single problem value. Problem management differs from the process of managing an isolated incident. Often problems are managed by a specific set of staff and through a problem management process.",,,""
"4.12.0",Updates,Updates,dest,string,"The system that is affected by the patch change. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",,true,""
"4.12.0",Updates,Updates,"dest_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Updates,Updates,"dest_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Updates,Updates,"dest_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Updates,Updates,"dest_should_update",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Updates,Updates,dvc,string,"The device that detected the patch event, such as a patching or configuration management server. You can alias this from more specific fields, such as dvc_host, dvc_ip, or dvc_name.",,,""
"4.12.0",Updates,Updates,"file_hash",string,"The checksum of the patch package that was installed or attempted.",,,""
"4.12.0",Updates,Updates,"file_name",string,"The name of the patch package that was installed or attempted.",,,""
"4.12.0",Updates,Updates,severity,string,"The severity associated with the patch event.","critical, high, medium, low, informational",,""
"4.12.0",Updates,Updates,signature,string,"The name of the patch requirement detected on the client (the dest), such as MS08-067 or RHBA-2013:0739. Note: This is a string value. Use signature_id for numeric or non-human-readable indicators.",,true,""
"4.12.0",Updates,Updates,"signature_id",string,"The ID of the patch requirement detected on the client (the src). Note: Use signature for human-readable signature names.",,true,""
"4.12.0",Updates,Updates,status,string,"Indicates the status of a given patch requirement.","available, installed, invalid, restart required",true,""
"4.12.0",Updates,Updates,tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",,,""
"4.12.0",Updates,Updates,"vendor_product",string,"The vendor and product of the patch monitoring product, such as Lumension Patch Manager. This field can be automatically populated by vendor and product fields in your data.",,true,""
"4.12.0",Vulnerabilities,Vulnerabilities,bugtraq,string,"The identifier in the vulnerability database provided by the Security Focus website (searchable at http://www.securityfocus.com/).",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,category,string,"The category of the discovered vulnerability, such as DoS. Note: This field is a string. Use category_id for numeric values. The category_id field is optional and thus is not included in the data model.",,true,""
"4.12.0",Vulnerabilities,Vulnerabilities,cert,string,"The identifier in the vulnerability database provided by the US Computer Emergency Readiness Team (US-CERT, searchable at http://www.kb.cert.org/vuls/).",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,cve,string,"The identifier provided in the Common Vulnerabilities and Exposures index (searchable at http://cve.mitre.org).",,true,""
"4.12.0",Vulnerabilities,Vulnerabilities,cvss,number,"Numeric indicator of the common vulnerability scoring system.",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,dest,string,"The host with the discovered vulnerability. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",,true,""
"4.12.0",Vulnerabilities,Vulnerabilities,"dest_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,"dest_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,"dest_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,dvc,string,"The system that discovered the vulnerability. You can alias this from more specific fields, such as dvc_host, dvc_ip, or dvc_name.",,true,""
"4.12.0",Vulnerabilities,Vulnerabilities,"dvc_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,"dvc_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,"dvc_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,msft,string,"The Microsoft Security Advisory number (http://technet.microsoft.com/en-us/security/advisory/).",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,mskb,string,"The Microsoft Knowledge Base article number (http://support.microsoft.com/kb/).",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,severity,string,"The severity of the vulnerability detection event. Specific values are required. Use vendor_severity for the vendor's own human readable strings (such as Good, Bad, and Really Bad). Note: This field is a string. Use severity_id for numeric data types. The severity_id field is optional and not included in the data model.","critical, high, medium, low, informational",true,""
"4.12.0",Vulnerabilities,Vulnerabilities,signature,string,"The name of the vulnerability detected on the host, such as HPSBMU02785 SSRT100526 rev.2 - HP LoadRunner Running on Windows, Remote Execution of Arbitrary Code, Denial of Service (DoS). Note: This field has a string value. Use signature_id for numeric indicators. The signature_id field is optional and thus is not included in the data model.",,true,""
"4.12.0",Vulnerabilities,Vulnerabilities,tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,url,string,"The URL involved in the discovered vulnerability.",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,user,string,"The user involved in the discovered vulnerability.",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,"user_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,"user_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,"user_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Vulnerabilities,Vulnerabilities,"vendor_product",string,"The vendor and product that detected the vulnerability. This field can be automatically populated by vendor and product fields in your data.",,true,""
"4.12.0",Vulnerabilities,Vulnerabilities,xref,string,"A cross-reference identifier associated with the vulnerability. In most cases, the xref field contains both the short name of the database being cross-referenced and the unique identifier used in the external database.",,,""
"4.12.0",Web,Web,action,string,"The action taken by the server or proxy.",,true,""
"4.12.0",Web,Web,app,string,"The app recording the data, such as IIS, Squid, or Bluecoat.",,,""
"4.12.0",Web,Web,bytes,number,"The total number of bytes transferred (bytes_in + bytes_out).",,true,""
"4.12.0",Web,Web,"bytes_in",number,"The number of inbound bytes transferred.",,true,""
"4.12.0",Web,Web,"bytes_out",number,"The number of outbound bytes transferred.",,true,""
"4.12.0",Web,Web,cached,boolean,"Indicates whether the event data is cached or not.","true, false, 1, 0",,""
"4.12.0",Web,Web,category,string,"The category of traffic, such as may be provided by a proxy server.",,,""
"4.12.0",Web,Web,cookie,string,"The cookie file recorded in the event.",,,""
"4.12.0",Web,Web,dest,string,"The destination of the network traffic (the remote host). You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",,true,""
"4.12.0",Web,Web,"dest_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Web,Web,"dest_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Web,Web,"dest_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Web,Web,duration,number,"The time taken by the proxy event, in milliseconds.",,,""
"4.12.0",Web,Web,"http_content_type",string,"The content-type of the requested HTTP resource.",,true,""
"4.12.0",Web,Web,"http_method",string,"The HTTP method used in the request.","GET, PUT, POST, DELETE, HEAD, OPTIONS, CONNECT, TRACE",true,""
"4.12.0",Web,Web,"http_referrer",string,"The HTTP referrer used in the request. The W3C specification and many implementations misspell this as http_referer. Use a FIELDALIAS to handle both key names.",,true,""
"4.12.0",Web,Web,"http_user_agent",string,"The user agent used in the request.",,true,""
"4.12.0",Web,Web,"http_user_agent_length",number,"The length of the user agent used in the request.",,,""
"4.12.0",Web,Web,"response_time",number,"The amount of time it took to receive a response, if applicable, in milliseconds.",,,""
"4.12.0",Web,Web,site,string,"The virtual site which services the request, if applicable.",,,""
"4.12.0",Web,Web,src,string,"The source of the network traffic (the client requesting the connection).",,true,""
"4.12.0",Web,Web,"src_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Web,Web,"src_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Web,Web,"src_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Web,Web,status,string,"The HTTP response code indicating the status of the proxy request.","100, 101, 102, 200, 201, 202, 203, 204, 205, 206, 207, 208, 226, 300, 301, 302, 303, 304, 305, 306, 307, 308, 400, 401, 402, 403, 404, 405, 406, 407, 408, 409, 410, 411, 412, 413, 414, 415, 416, 417, 422, 423, 424, 426, 428, 429, 431, 500, 501, 502, 503, 504, 505, 506, 507, 508, 510, 511",true,""
"4.12.0",Web,Web,tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",,,""
"4.12.0",Web,Web,"uri_path",string,"The path of the resource served by the webserver or proxy.",,,""
"4.12.0",Web,Web,"uri_query",string,"The path of the resource requested by the client.",,,""
"4.12.0",Web,Web,url,string,"The URL of the requested HTTP resource.",,true,""
"4.12.0",Web,Web,"url_length",number,"The length of the URL.",,,""
"4.12.0",Web,Web,user,string,"The user that requested the HTTP resource.",,true,""
"4.12.0",Web,Web,"user_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Web,Web,"user_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Web,Web,"user_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Web,Web,"vendor_product",string,"The vendor and product of the proxy server, such as Squid Proxy Server. This field can be automatically populated by vendor and product fields in your data.",,true,""
"4.3.1",Alerts,Alerts,app,string,"The application involved in the event, such as win:app:trendmicro, vmware,nagios.",,,
"4.3.1",Alerts,Alerts,body,string,"The body of a message.",,,
"4.3.1",Alerts,Alerts,dest,string,"The destination where the alert message was sent to, such as an email address or SNMP trap. You can alias this from more specific fields, such as dest_host,dest_ip, or dest_name.",,,
"4.3.1",Alerts,Alerts,"dest_bunit",string,"The business unit associated with the destination.",,,
"4.3.1",Alerts,Alerts,"dest_category",string,"The category of the destination.",,,
"4.3.1",Alerts,Alerts,"dest_priority",string,"The priority of the destination.",,,
"4.3.1",Alerts,Alerts,id,string,"The unique identifier of a message.",,,
"4.3.1",Alerts,Alerts,severity,string,"The severity of a message. Note: This field is a string. Please use aseverity_id field for severity ID fields that are integer data types. Specific values are required. Please use vendor_severity for the vendor's own human-readable strings (such as Good, Bad, Really Bad, and so on).","critical, high, medium, low,informational, unknown",,
"4.3.1",Alerts,Alerts,"severity_id",string,"A numeric severity indicator for a message.",,,
"4.3.1",Alerts,Alerts,src,string,"The source of the message. You can aliasthis from more specific fields, such assrc_host, src_ip, or src_name.",,,
"4.3.1",Alerts,Alerts,"src_bunit",string,"The business unit associated with the source.",,,
"4.3.1",Alerts,Alerts,"src_category",string,"The category of the source.",,,
"4.3.1",Alerts,Alerts,"src_priority",string,"The priority of the source.",,,
"4.3.1",Alerts,Alerts,subject,string,"The message subject.",,,
"4.3.1",Alerts,Alerts,type,string,"The message type.","alarm, alert, event, task, unknown",,
"4.3.1","Application_State","All_Application_State",dest,string,"The compute resource where the service is installed. You can alias this from more specific fields, such asdest_host, dest_ip, ordest_name.",,,
"4.3.1","Application_State","All_Application_State","dest_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Application_State","All_Application_State","dest_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Application_State","All_Application_State","dest_priority",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Application_State","All_Application_State","dest_requires_av",boolean,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Application_State","All_Application_State","dest_should_timesync",boolean,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Application_State","All_Application_State","dest_should_update",boolean,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Application_State","All_Application_State",process,string,"The name of a process or service file, such as sqlsrvr.exe or httpd. Note: This field is not appropriate for service or daemon names, such asSQL Server or Apache Web Server. Service or daemon names belong to the service field (see below). Also, note that this field is a string. Please use a process_id field for process ID fields that are integer data types.",,,
"4.3.1","Application_State","All_Application_State","process_id",string,"A numeric indicator (PID) for a process.",,,
"4.3.1","Application_State","All_Application_State",tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",,,
"4.3.1","Application_State","All_Application_State",user,string,"The user account the service is running as, such as System orhttpdsvc.",,,
"4.3.1","Application_State","All_Application_State","user_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Application_State","All_Application_State","user_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Application_State","All_Application_State","user_priority",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Application_State",Ports,"dest_port",number,"Network ports communicated to by the process, such as 53.",,,
"4.3.1","Application_State",Ports,transport,string,"The network ports listened to by the application process, such as tcp, udp, etc.",,,
"4.3.1","Application_State",Ports,"transport_dest_port",string,"Calculated as transport/dest_port, such as tcp/53.",,,
"4.3.1","Application_State",Processes,"cpu_load_mhz",number,"CPU Load in megahertz",,,
"4.3.1","Application_State",Processes,"cpu_load_percent",number,"CPU Load in percent",,,
"4.3.1","Application_State",Processes,"cpu_time",string,"CPU Time",,,
"4.3.1","Application_State",Processes,"mem_used",number,"Memory used in bytes",,,
"4.3.1","Application_State",Services,service,string,"The name of the service, such as SQL Server or Apache Web Server. Note: This field is not appropriate for filenames, such as sqlsrvr.exe orhttpd. Filenames should belong to the process field instead. Also, note that field is a string. Please use theservice_id field for service ID fields that are integer data types.",,,
"4.3.1","Application_State",Services,"service_id",string,"A numeric indicator for a service.",,,
"4.3.1","Application_State",Services,"start_mode",string,"The start mode for the service.","disabled, enabled, auto.",,
"4.3.1","Application_State",Services,status,string,"The status of the service.","critical, started,stopped, warning",,
"4.3.1",Authentication,Authentication,action,string,"The action performed on the resource.","success, failure,unknown",,
"4.3.1",Authentication,Authentication,app,string,"The application involved in the event (such asssh, splunk, win:local).",,,
"4.3.1",Authentication,Authentication,dest,string,"The target involved in the authentication. You canalias this from more specific fields, such asdest_host, dest_ip, or dest_nt_host.",,,
"4.3.1",Authentication,Authentication,"dest_bunit",string,"The business unit of the authentication target. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1",Authentication,Authentication,"dest_category",string,"The category of the authentication target, such asemail_server or SOX-compliant. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1",Authentication,Authentication,"dest_nt_domain",string,"The name of the Active Directory used by the authentication target, if applicable.",,,
"4.3.1",Authentication,Authentication,"dest_priority",string,"The priority of the authentication target.",,,
"4.3.1",Authentication,Authentication,duration,number,"The amount of time for the completion of the authentication event, in seconds.",,,
"4.3.1",Authentication,Authentication,"response_time",number,"The amount of time it took to receive a response in the authentication event, in seconds.",,,
"4.3.1",Authentication,Authentication,src,string,"The source involved in the authentication. In the case of endpoint protection authentication thesrc is the client. You can alias this from more specific fields, such as src_host, src_ip, orsrc_nt_host. Note: Do not confuse src with the event sourceor sourcetype fields.",,,
"4.3.1",Authentication,Authentication,"src_bunit",string,"The business unit of the authentication source. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1",Authentication,Authentication,"src_category",string,"The category of the authentication source, such asemail_server or SOX-compliant. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1",Authentication,Authentication,"src_nt_domain",string,"The name of the Active Directory used by the authentication source, if applicable.",,,
"4.3.1",Authentication,Authentication,"src_priority",string,"The priority of the authentication source.",,,
"4.3.1",Authentication,Authentication,"src_user",string,"In privilege escalation events, src_userrepresents the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed.",,,
"4.3.1",Authentication,Authentication,"src_user_bunit",string,"The business unit of the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed.",,,
"4.3.1",Authentication,Authentication,"src_user_category",string,"The category of the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed.",,,
"4.3.1",Authentication,Authentication,"src_user_priority",string,"The priority of the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed.",,,
"4.3.1",Authentication,Authentication,tag,string,"A tag associated with the authentication event.",,,
"4.3.1",Authentication,Authentication,user,string,"The name of the user involved in the event, or who initiated the event. For authentication privilege escalation events this should represent the user targeted by the escalation.",,,
"4.3.1",Authentication,Authentication,"user_bunit",string,"The business unit of the user involved in the event, or who initiated the event. For authentication privilege escalation events this should represent the user targeted by the escalation.",,,
"4.3.1",Authentication,Authentication,"user_category",string,"The category of the user involved in the event, or who initiated the event. For authentication privilege escalation events this should represent the user targeted by the escalation.",,,
"4.3.1",Authentication,Authentication,"user_priority",string,"The priority of the user involved in the event, or who initiated the event. For authentication privilege escalation events this should represent the user targeted by the escalation.",,,
"4.3.1",Certificates,"All_Certificates",dest,string,"The target in the certificate management event.",,,
"4.3.1",Certificates,"All_Certificates","dest_bunit",string,"The business unit of the target. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1",Certificates,"All_Certificates","dest_category",string,"The category of the target, such asemail_server or SOX-compliant. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1",Certificates,"All_Certificates","dest_port",number,"The port number of the target.",,,
"4.3.1",Certificates,"All_Certificates","dest_priority",string,"The priority of the target.",,,
"4.3.1",Certificates,"All_Certificates",duration,number,"The amount of time for the completion of the certificate management event, in seconds.",,,
"4.3.1",Certificates,"All_Certificates","response_time",number,"The amount of time it took to receive a response in the certificate management event, if applicable.",,,
"4.3.1",Certificates,"All_Certificates",src,string,"The source involved in the certificate management event. You can alias this from more specific fields, such as src_host, src_ip, or src_nt_host. Note: Do not confuse src with the event sourceor sourcetype fields.",,,
"4.3.1",Certificates,"All_Certificates","src_bunit",string,"The business unit of the certificate management source. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1",Certificates,"All_Certificates","src_category",string,"The category of the certificate management source, such as email_server or SOX-compliant. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1",Certificates,"All_Certificates","src_priority",string,"The priority of the certificate management source.",,,
"4.3.1",Certificates,"All_Certificates",tag,string,"This automatically generated field is used to access tags from within datamodels. Add-on builders do not need to populate it.",,,
"4.3.1",Certificates,"All_Certificates",transport,string,"The transport protocol of the Network Traffic involved with this certificate.",,,
"4.3.1",Certificates,SSL,"ssl_end_time",time,"The expiry time of the certificate.",,,
"4.3.1",Certificates,SSL,"ssl_engine",string,"The name of the signature engine that created the certificate.",,,
"4.3.1",Certificates,SSL,"ssl_hash",string,"The hash of the certificate.",,,
"4.3.1",Certificates,SSL,"ssl_is_valid",boolean,"Indicator of whether the ssl certificate is valid or not.","true, false, 1, 0",,
"4.3.1",Certificates,SSL,"ssl_issuer",string,"The certificate issuer's RFC2253 Distinguished Name.",,,
"4.3.1",Certificates,SSL,"ssl_issuer_common_name",string,"The certificate issuer's common name.",,,
"4.3.1",Certificates,SSL,"ssl_issuer_email",string,"The certificate issuer's email address.",,,
"4.3.1",Certificates,SSL,"ssl_issuer_locality",string,"The certificate issuer's locality.",,,
"4.3.1",Certificates,SSL,"ssl_issuer_organization",string,"The certificate issuer's organization.",,,
"4.3.1",Certificates,SSL,"ssl_issuer_state",string,"The certificate issuer's state of residence.",,,
"4.3.1",Certificates,SSL,"ssl_issuer_street",string,"The certificate issuer's street address.",,,
"4.3.1",Certificates,SSL,"ssl_issuer_unit",string,"The certificate issuer's organizational unit.",,,
"4.3.1",Certificates,SSL,"ssl_name",string,"The name of the ssl certificate.",,,
"4.3.1",Certificates,SSL,"ssl_policies",string,"The Object Identification Numbers's of the certificate's policies in a comma separated string.",,,
"4.3.1",Certificates,SSL,"ssl_publickey",string,"The certificate’s public key.",,,
"4.3.1",Certificates,SSL,"ssl_publickey_algorithm",string,"The algorithm used to create the public key.",,,
"4.3.1",Certificates,SSL,"ssl_serial",string,"The certificate’s serial number.",,,
"4.3.1",Certificates,SSL,"ssl_session_id",string,"The session identifier for this certificate.",,,
"4.3.1",Certificates,SSL,"ssl_signature_algorithm",string,"The algorithm used by the Certificate Authority to sign the certificate.",,,
"4.3.1",Certificates,SSL,"ssl_start_time",time,"This is the start date and time for this certificate's validity.",,,
"4.3.1",Certificates,SSL,"ssl_subject",string,"The certificate owner's RFC2253 Distinguished Name.",,,
"4.3.1",Certificates,SSL,"ssl_subject_common_name",string,"This certificate owner’s common name.",,,
"4.3.1",Certificates,SSL,"ssl_subject_email",string,"The certificate owner’s e-mail address.",,,
"4.3.1",Certificates,SSL,"ssl_subject_locality",string,"The certificate owner’s locality.",,,
"4.3.1",Certificates,SSL,"ssl_subject_state",string,"The certificate owner’s state of residence.",,,
"4.3.1",Certificates,SSL,"ssl_subject_street",string,"The certificate owner’s street address.",,,
"4.3.1",Certificates,SSL,"ssl_subject_unit",string,"The certificate owner's organizational unit.",,,
"4.3.1",Certificates,SSL,"ssl_validity_window",number,"The length of time (in seconds) for which this certificate is valid.",,,
"4.3.1",Certificates,SSL,"ssl_version",string,"The ssl version of this certificate.",,,
"4.3.1","Change_Analysis","Account_Management","dest_nt_domain",string,"The NT domain of the destination, if applicable.",,,
"4.3.1","Change_Analysis","Account_Management","src_nt_domain",string,"The NT domain of the source, if applicable.",,,
"4.3.1","Change_Analysis","Account_Management","src_user",string,"The user associated with the source, if applicable.",,,
"4.3.1","Change_Analysis","Account_Management","src_user_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Change_Analysis","Account_Management","src_user_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Change_Analysis","Account_Management","src_user_priority",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Change_Analysis","All_Changes",action,string,"The action performed on the resource.","created, read, modified,deleted, acl_modified,unknown",,
"4.3.1","Change_Analysis","All_Changes","change_type",string,"The type of change, such asfilesystem or AAA(authentication, authorization, and accounting).",,,
"4.3.1","Change_Analysis","All_Changes",command,string,"The command that initiated the change.",,,
"4.3.1","Change_Analysis","All_Changes",dest,string,"The resource where change occurred. You can alias this from more specific fields, such asdest_host, dest_ip, ordest_name.",,,
"4.3.1","Change_Analysis","All_Changes","dest_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Change_Analysis","All_Changes","dest_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Change_Analysis","All_Changes","dest_priority",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Change_Analysis","All_Changes",dvc,string,"The device that reported the change, if applicable, such as a FIP or CIM server. You can alias this from more specific fields, such asdvc_host, dvc_ip, or dvc_name.",,,
"4.3.1","Change_Analysis","All_Changes",object,string,"Name of the affected object on the resource (such as a router interface, user account, or server volume).",,,
"4.3.1","Change_Analysis","All_Changes","object_attrs",string,"The attributes that were updated on the updated resource object, if applicable.",,,
"4.3.1","Change_Analysis","All_Changes","object_category",string,"Generic name for the class of the updated resource object. Expected values may be specific to an App.","directory, file, group,object, registry, unknown,user",,
"4.3.1","Change_Analysis","All_Changes","object_id",string,"The unique updated resource object ID as presented to the system, if applicable (for instance, a SID, UUID, or GUID value).",,,
"4.3.1","Change_Analysis","All_Changes","object_path",string,"The path of the modified resource object, if applicable (such as a file, directory, or volume).",,,
"4.3.1","Change_Analysis","All_Changes",result,string,"The vendor-specific result of a change, or clarification of anaction status. For instance,status=failure may be accompanied by result=blocked by policy or result=disk full. Note: result is a string. Please use a msg_severity_idfield for severity ID fields that are integer data types.",,,
"4.3.1","Change_Analysis","All_Changes","result_id",string,"A result indicator for an actionstatus.",,,
"4.3.1","Change_Analysis","All_Changes",src,string,"The resource where the change was originated. You can alias this from more specific fields, such assrc_host, src_ip, or src_name.",,,
"4.3.1","Change_Analysis","All_Changes","src_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Change_Analysis","All_Changes","src_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Change_Analysis","All_Changes","src_priority",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Change_Analysis","All_Changes",status,string,"Status of the update.","success, failure, unknown",,
"4.3.1","Change_Analysis","All_Changes",tag,string,"This automatically generated field is used to access tags from within datamodels. Add-on builders do not need to populate it.",,,
"4.3.1","Change_Analysis","All_Changes",user,string,"The user or entity performing the change (can be UID or PID).",,,
"4.3.1","Change_Analysis","All_Changes","vendor_product",string,"The product or service that detected the vulnerability.",,,
"4.3.1","Change_Analysis","Filesystem_Changes","file_access_time",time,"The time the file (the object of the event) was accessed.",,,
